survey_date,edp_site_id,consent_edp,consent_spt,consent_contact,consent_contact_method,over_18,postcode,state,account_holder,property_use,property_year,property_construction,property_construction_other,property_star_rating,num_floors,dwelling_type,dwelling_type_other,num_bedrooms,tenure,tenure_not_occupied,tenure_other,tenure_rented_from,tenure_rented_other,num_occupants,num_children,num_occupants_70plus,has_pets,num_type_pets,has_livestock,num_type_livestock,num_days_occupied,income_weekly,has_gas,has_gas_heating,has_gas_cooking,has_gas_hot_water,has_aircon,aircon_type,num_rooms_aircon,num_rooms_heated,num_refrigerators,has_poolpump,dryer_usage,has_ev,ev_type,ev_charger_type,significant_loads_other,commercial_loads,business_hours,connection_type,has_controlled_load,islandable,property_power_outage_types,property_power_outage_other,area_power_outage_types,area_power_outage_other,power_outage_latest,has_solar,hot_water_heat_type,hot_water_heat_type_other,rooms_heat_type,rooms_heat_type_other,has_battery,battery_size_make_model
12/16/22,W0111,Yes,Yes,Yes,Email,Yes,3338,VIC,Yes,Residential ,2021,Brick veneer,,5,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,"2 dogs, 2 cats and 1 bird.",No ,,2-Jan,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Split system aircon,2,10,2,No,None ,No ,,,,,,Single Phase ,No,,,,,,,t,,,,,f,
12/16/22,W0112,Yes,Yes,Yes,Email,Yes,3805,VIC,Yes,Residential ,1990,Brick veneer,,,2,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes ,"1 dog, 2 guinea pigs",No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Split system aircon,3,6,2,No,Low ,No ,,,,,,Single Phase ,No,Don't Know,,,,,,t,,,,,f,
12/16/22,W0113,Yes,Yes,Yes,Email,Yes,2015,NSW,Yes,Residential ,1980,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No ,,No ,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes ,Split system aircon,4,4,1,No,Low ,No ,,,,,,Single Phase ,No,,,,,,,t,,,,,f,
12/16/22,W0114,Yes,No,Yes,Email,Yes,2234,NSW,Yes,Residential ,1990,Brick veneer,,,2,Detached house,,5 or more ,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes ,1 dog,No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,Split system aircon,1,1,2,Yes ,Medium ,No ,,,,,,Single Phase ,Yes,Don't Know,,,,,,t,,,,,f,
12/17/22,W0115,Yes,Yes,Yes,Email,Yes,5044,SA,Yes,Residential ,1959,Double brick,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,2,No ,,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,No ,Yes - connected to the gas main,No ,Yes ,Ducted aircon,All - 7,All - 7,2,No,Low ,No ,,,,,,Don't know,Yes,Yes,Storm ,,Storm ,,1 month,t,,,,,t,LG Energy 12 LV
12/16/22,W0116,Yes,Yes,No,,Yes,2607,ACT,Yes,Residential ,1975,Double brick,,,2,Detached house,,5 or more ,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes ,1 dog,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes ,Ducted aircon,4,6,2,No,None ,No ,,,,,,Single Phase ,Yes,Don't Know,,,,,,t,,,,,f,
12/16/22,W0117,Yes,Yes,No,,Yes,2076,NSW,Yes,Residential ,1960,Double brick,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes ,"3 dogs, 3 Guinea Pigs",No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,Split system aircon,5,5,3 or more ,No,Medium ,No ,,,,,,Single Phase ,Yes,No,,,,,,t,,,,,f,
12/16/22,W0118,Yes,Yes,Yes,Email,Yes,2072,NSW,Yes,Residential ,1960,Double brick,,,2,Detached house,,5 or more ,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,No ,,No ,,7-Jun,Above $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Split system aircon,3,3,2,No,High ,No ,,,,,,Single Phase ,No,No,,,,,,t,,,,,f,
12/16/22,W0119,Yes,Yes,Yes,Email,Yes,2795,NSW,Yes,Residential ,2010,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,6,3,0,Yes ,2 dogs,Yes ,7 chickens,7-Jun,Above $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,No ,Yes ,Split system aircon,3,0,2,No,Low ,No ,,,3.8kwh 325L water heater,,,Three Phase ,No,Yes,,,,,,t,,,,,t,10kwh
12/16/22,W0120,Yes,Yes,Yes,Email,Yes,2088,NSW,Yes,Residential ,1989,Double brick,,,2,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned outright by me or my family,,,,,2,0,2,No ,,No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,Split system aircon,4,4,1,No,None ,No ,,,Heat pump hot water,,,Single Phase ,No,Yes,,,,,,t,,,,,t,11kWh/10kWh useable Sonnen Evo
12/18/22,W0121,Yes,Yes,Yes,Email,Yes,3058,VIC,Yes,Residential ,1929,Double brick,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes ,cat,No ,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes ,"Split system aircon, Ducted aircon, Stand-alone evaporative cooling",6,6,2,No,Low ,No ,,,,,,Single Phase ,No,Yes,,,,,,t,,,,,t,Tesla 15kw ?
12/16/22,W0122,Yes,Yes,No,,Yes,3064,VIC,Yes,Residential ,,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes ,"1, dog",No ,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted evaporative cooling,10,10,1,No,None ,No ,,,No,,,Don't know,No,,,,,,,t,,,,,f,
12/19/22,W0123,Yes,Yes,Yes,Email,Yes,2903,ACT,Yes,Residential ,1980,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes ,2 pets  1 Groodle and 1 shitzu,No ,,7-Jun,Prefer not to say / Not applicable,No ,No ,No ,No ,Yes ,Ducted aircon,all,all,3 or more ,No,Low ,No ,,,"Kettle, Coffee machine, induction cooktop, oven.  Undertile heaters",,,Three Phase ,Yes,,,,,,,t,,,,,f,
12/16/22,W0124,Yes,Yes,Yes,Email,Yes,2147,NSW,Yes,Residential ,1977,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No ,,No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,Ducted aircon,3,3,1,Yes ,Medium ,No ,,,No,,,Single Phase ,Yes,Yes,,,,,,t,,,,,f,
12/19/22,W0125,Yes,Yes,No,,Yes,3064,VIC,Yes,Residential ,2014,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes ,4 cats 2 rabbits 1 dog,No ,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No ,No,,0,4,2,No,Medium ,No ,,,,,,Don't know,Don't know,Don't Know,,,,,,t,,,,,t,
1/3/23,W0126,Yes,Yes,No,,Yes,2256,NSW,Yes,Residential ,2013,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,3,This is my home and is owned outright by me or my family,,,,,3,0,0,Yes ,1 dog,No ,,7-Jun,Don't know,No ,No ,No ,No ,Yes ,Ducted aircon,5,5,2,Yes ,High ,No ,,,,,,Single Phase ,Don't know,Yes,Storm ,,Storm ,,4 months ago,t,,,,,t,LG Resulo 9.8KwH
7/5/22,W0127,Yes,Yes,No,,Yes,3858,VIC,Yes,Residential ,1980,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,2,No ,,No ,,7-Jun,$800 - $1200,Yes - bottled gas,No ,Yes - bottled gas,No ,Yes ,Ducted evaporative cooling,6,6,1,No,None ,No ,,,,,,Don't know,Yes,No,"Storm , Bushfire , Wind ",,,,6 months,t,,,,,f,
12/18/22,W0128,Yes,Yes,Yes,Email,Yes,2444,NSW,Yes,Residential ,1980,Concrete,,,2,Detached house,,5 or more ,This is my home and is owned outright by me or my family,,,,,2,0,1,No ,,No ,,7-Jun,Prefer not to say / Not applicable,Yes - bottled gas,Yes - bottled gas,No ,No ,No,,0,1,2,Yes ,Low ,No ,,,House pump for water,,,Single Phase ,Yes,Yes,"Flooding, Storm ",,"Flooding , Storm , Wind ",,21 months,t,,,,,t,LG 2 x 5kw
12/16/22,W0129,Yes,Yes,Yes,Email,Yes,4075,QLD,Yes,Residential ,2009,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,1 dog,No ,,2-Jan,Above $1200,Yes - bottled gas,No ,Yes - bottled gas,No ,Yes ,Ducted aircon,6,6,1,No,Low ,No ,,,,,,Single Phase ,Yes,No,,,,,,t,,,,,f,
12/21/22,W0130,Yes,Yes,No,,Yes,2287,NSW,Yes,Residential ,1997,Brick veneer,,,1,Detached house,,5 or more ,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,1 X dog,No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,"Split system aircon, Ducted aircon",7,7,2,No,None ,No ,,,Hot water heater.,,,Single Phase ,Yes,Yes,,,,,,t,,,,,t,LG Chem 10H
12/16/22,W0131,Yes,Yes,Yes,Phone,Yes,2567,NSW,Yes,Residential ,2014,Brick veneer,,,2,Detached house,,5 or more ,This is my home and is owned under a mortgage by me or my family,,,,,4,1,0,Yes ,1 large dog,No ,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted aircon,10,10,3 or more ,Yes ,Low ,No ,,,,,,Three Phase ,Don't know,Don't Know,"Storm , Wind ",,"Storm , Flooding ",,7/1/22 0:00,t,,,,,f,
11/26/22,W0132,Yes,Yes,Yes,Email,Yes,2081,NSW,Yes,Residential ,2013,Brick veneer,,,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,1 dog,No ,,7-Jun,Above $1200,Yes - bottled gas,No ,No ,Yes - bottled gas,Yes ,Ducted aircon,9,9,2,Yes ,High ,Yes ,Tesla model 3 standard plus,Tesla,Pool pumps,,,Don't know,Don't know,No,,,,,,t,,,,,f,
12/17/22,W0133,Yes,Yes,Yes,Email,Yes,2800,NSW,Yes,Residential ,1975,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,1,0,1,Yes ,4 dogs,Yes ,9 sheep,7-Jun,$800 - $1200,Yes - bottled gas,Yes - bottled gas,No ,No ,Yes ,Split system aircon,1,1,3 or more ,No,High ,No ,,,,,,Single Phase ,Don't know,Don't Know,Storm ,,Storm ,,2 months,t,,,,,t,
12/30/22,W0134,Yes,Yes,Yes,Email,Yes,5046,SA,Yes,Residential ,1914,Double brick,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,0,No ,,No ,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted aircon,5,1,1,No,Low ,Yes ,Hyundai IONIQ5,,No,,,Three Phase ,No,Yes,Storm ,,Storm ,,4weeks,t,,,,,t,Goodwe 10 kWH
12/16/22,W0135,Yes,Yes,Yes,Email,Yes,3145,VIC,Yes,Residential ,1989,Brick veneer,,,2,Detached house,,5 or more ,This is my home and is owned outright by me or my family,,,,,4,0,0,Yes ,1 x cat,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,"Ducted evaporative cooling, Split system aircon",7,11,2,Yes ,Low ,No ,,,Pool pump,,,Single Phase ,No,No,Storm ,,Storm ,,1 year,t,,,,,f,
12/18/22,W0136,Yes,Yes,No,,Yes,2258,NSW,Yes,Residential ,1992,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,4,0,1,Yes ,2 dogs,Yes ,5 chickens,7-Jun,Above $1200,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,No ,Yes ,Wall / window mounted aircon,2,4,2,No,Low ,Yes ,Fonz Moto,250w charger,As we are self sufficient with tank water we use electric water pressure pumps - 1 drawing all household water into the house from tanks & 1 drawing dam water to all garden taps,,,Single Phase ,Yes,Yes,Storm ,,,,only prior to solar being installed - nothing since,t,,,,,t,LG Energy 10H Prime (10 year warranty)
12/19/22,W0137,Yes,Yes,Yes,Email,Yes,2420,NSW,Yes,Residential ,1920,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No ,,No ,,7-Jun,Above $1200,Yes - bottled gas,No ,Yes - bottled gas,No ,Yes ,Wall / window mounted aircon,1,1,2,No,None ,No ,,,,,,Don't know,Don't know,,,,,,,t,,,,,f,
12/16/22,W0143,Yes,Yes,Yes,Email,Yes,2152,NSW,Yes,Residential ,2010,Other (please specify),"Timbercrete - a large brick made from sawdust, sand, and cement.",,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,No ,,No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,Ducted aircon,8,8,2,No,Low ,Yes ,Tesla Model S P85D 2016,Tesla Wall Connector,"Hot water, Induction Stove",,,Three Phase ,No,,Storm ,,Storm ,,9 months,t,,,,,f,
9/12/22,W0144,Yes,Yes,No,,Yes,5167,SA,Yes,Residential ,2011,Other (please specify),Hebel,,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,Cats,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted aircon,6,6,1,No,High ,No ,,,,,,Single Phase ,No,,,,,,,t,,,,,f,
12/18/22,W0145,Yes,Yes,Yes,Phone,Yes,3038,VIC,Yes,Residential ,1985,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No ,,No ,,7-Jun,$800 - $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes ,Ducted evaporative cooling,0,4,1,No,None ,No ,,,,,,Single Phase ,No,Don't Know,,,,,,t,,,,,t,LG
12/22/22,W0146,Yes,Yes,Yes,Email,Yes,2322,NSW,Yes,Residential ,1952,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,1 Dog,No ,,4-Mar,Above $1200,No ,No ,No ,No ,Yes ,"Wall / window mounted aircon, Split system aircon",2,2,3 or more ,No,None ,No ,,,No,,,Three Phase ,Yes,Yes,,,,,,t,,,,,t,LG Chem RESU10
12/17/22,W0147,Yes,Yes,Yes,Phone,Yes,3015,VIC,Yes,Residential ,2005,Timber frame with fibreboard or other lightweight cladding,,,2,"Semi-detached house, townhouse or terrace",,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,No ,,No ,,4-Mar,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes ,Ducted evaporative cooling,4,8,2,No,Low ,Yes ,2014 Mitsubishi outlander PHEV. WE have just ordered a BYD atto 3 which should arrive in march,normal plug,,,,Single Phase ,No,Yes,,,,,,t,,,,,t,goodwe 5kwh
12/16/22,W0148,Yes,Yes,Yes,Email,Yes,2250,NSW,Yes,Residential ,1980,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes ,2 dogs,No ,,7-Jun,Above $1200,No ,No ,No ,No ,Yes ,Ducted aircon,6,6,3 or more ,No,Medium ,No ,,,,,,Single Phase ,Don't know,Yes,"Flooding, Storm , Wind ",,"Storm , Flooding , Wind ",,1week,t,,,,,t,LGf
12/19/22,W0149,Yes,Yes,No,,Yes,3084,VIC,Yes,Residential ,,Brick veneer,,5,2,Detached house,,3,This is my home and is owned outright by me or my family,,,,,4,2,0,Yes ,3 cats 1 dog,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted aircon,11,11,2,No,None ,No ,,,,,,Three Phase ,No,Yes,,,,,,t,,,,,f,
12/24/22,W0150,Yes,Yes,Yes,Email,Yes,3126,VIC,Yes,Residential ,1918,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,5 or more ,This is my home and is owned outright by me or my family,,,,,3,1,0,Yes ,"1 dog, 1 cat and 2 chooks",No ,,7-Jun,$800 - $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Split system aircon,5,5,1,No,None ,Yes ,Hybrid Toyota Corolla,,No,,,Don't know,Don't know,,Storm ,,"Storm , Wind ",,7 years or more,t,,,,,f,
12/16/22,W0151,Yes,Yes,Yes,Email,Yes,2904,ACT,Yes,Residential ,1992,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,1,0,1,Yes ,one  small dog,No ,,7-Jun,$800 - $1200,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes ,Split system aircon,3,7 (all),2,No,None ,No ,,,,,,Single Phase ,No,Yes,,,,,,t,,,,,t,
12/16/22,W0152,Yes,Yes,Yes,Email,Yes,3108,VIC,Yes,Residential ,2019,Double brick,,6,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,0,0,No ,,No ,,7-Jun,Less than $800,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes ,Ducted aircon,All zones,All,2,No,Medium ,No ,,,,,,Three Phase ,No,,,,,,,t,,,,,f,
12/17/22,W0153,Yes,Yes,No,,Yes,2615,ACT,Yes,Residential ,1978,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,4,0,0,Yes ,3 cats,No ,,7-Jun,Above $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,No ,Yes ,Split system aircon,4,4,1,No,Low ,No ,,,,,,Single Phase ,Yes,Don't Know,,,,,,t,,,,,f,
12/16/22,W0154,Yes,Yes,No,,Yes,3030,VIC,Yes,Residential ,2010,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,1,No ,,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No,,0,4,1,No,Medium ,No ,,,NO,,,Single Phase ,Don't know,,,,,,,t,,,,,f,
1/4/23,W0155,Yes,Yes,Yes,Email,Yes,2076,NSW,Yes,Residential ,,Brick veneer,,,1,Detached house,,5 or more ,This is my home and is owned under a mortgage by me or my family,,,,,2,0,1,Yes ,1 dog,No ,,7-Jun,Less than $800,Yes - bottled gas,No ,Yes - bottled gas,No ,Yes ,Split system aircon,2,2,2,Yes ,Low ,No ,,,,,,Two Phase ,Yes,,,,,,,t,,,,,f,
12/16/22,W0156,Yes,Yes,Yes,Email,Yes,2911,ACT,Yes,Residential ,2013,Other (please specify),Foam blocks,6,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,1 dog,No ,,4-Mar,Above $1200,Yes - connected to the gas main,No ,No ,Yes - connected to the gas main,Yes ,"Ducted aircon, Ducted evaporative cooling",All,All,1,No,High ,No ,,,,,,Single Phase ,Don't know,Yes,,,,,,t,,,,,t,1 x LG Chem 12 LV
12/20/22,W0157,Yes,Yes,No,,Yes,2756,NSW,Yes,Residential ,1925,Double brick,,,1,Detached house,,5 or more ,This is my home and is owned outright by me or my family,,,,,4,0,0,Yes ,2 cats. 1 dog.,Yes ,3 cows. 4 chickens.,7-Jun,Prefer not to say / Not applicable,Yes - bottled gas,No ,No ,No ,Yes ,Ducted aircon,5 bedrooms plus 4 living areas,All. Same as ac as itâ€™s reverse cycle,3 or more ,No,Low ,No ,,,The ac and hot water,,,Three Phase ,No,Yes,"Flooding, Storm , Wind , Other (please give detail) ",Car accident line down.,"Flooding , Storm , Wind ",,6 months - flooding,t,,,,,t,SolarEdge Energy Bank 10kWh
1/9/23,W0158,Yes,Yes,Yes,Phone,Yes,2790,NSW,Yes,Residential ,1998,Brick veneer,,,3,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,1,Yes ,1,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes ,Split system aircon,3,10 - Gas Centrally Heated if reqd,2,No,Medium ,No ,,,Heat Pump HWS (2.7kW when running),,,Single Phase ,No,Yes,Other (please give detail) ,Suburb power went down (reason was not advertised),Storm ,,6 months ago,t,,,,,t,1 x LG Chem 10H
12/13/22,W0159,Yes,No,No,,Yes,2065,NSW,Yes,Residential ,2000,Concrete,,,4 or More ,Apartment,,3,This is my home and is owned outright by me or my family,,,,,3,1,0,Yes ,2 rabbits,No ,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes ,Ducted aircon,Central aircon to all bedrooms and living areas,all bedrooms and living areas,1,No,None ,No ,,,"Dishwasher, Oven, Microwave, Kettle, Hairdryer",,,Single Phase ,Yes,,,,,,,f,,,,,f,
12/16/22,W0160,Yes,No,Yes,Email,Yes,5107,SA,Yes,Residential ,2015,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No ,,No ,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,No ,No ,Yes - connected to the gas main,Yes ,Ducted aircon,4,4,1,No,None ,Yes ,Tesla Model 3,7KW charger,,,,Don't know,Don't know,Don't Know,,,,,,t,,,,,f,
12/16/22,W0161,Yes,Yes,Yes,Email,Yes,5067,SA,Yes,Residential ,2021,Brick veneer,,,4 or More ,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes ,1 cat,No ,,4-Mar,Prefer not to say / Not applicable,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted aircon,6,0,1,No,None ,No ,,,,,,Single Phase ,No,,,,,,,t,,,,,f,
12/17/22,W0162,Yes,Yes,Yes,Email,Yes,2571,NSW,Yes,Residential ,2006,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes ,1 X DOG,No ,,2-Jan,Above $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted aircon,WHOLE HOUSE 9 ROOMS (4 ZONES),9 IF AIR CON IS USED (4 ZONES),2,Yes ,Low ,No ,,,,,,Three Phase ,No,Yes,"Storm , Wind ",,"Storm , Wind ",,1 DAY AGO,t,,,,,t,"13KW, LG RESU13"
12/17/22,W0163,Yes,Yes,Yes,Email,Yes,3363,VIC,Yes,Residential ,1940,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,1,0,Yes ,"Dog, cat",No ,,4-Mar,Above $1200,Yes - connected to the gas main,No ,No ,Yes - connected to the gas main,Yes ,Split system aircon,1,3,3 or more ,No,High ,No ,,,,,,Don't know,Yes,,"Flooding, Storm , Wind ",,"Flooding , Storm , Wind ",,2 months,t,,,,,f,
8/3/22,W0164,Yes,Yes,Yes,Email,Yes,3858,VIC,Yes,Commercial or Industrial ,,Brick veneer,,,1,Other (please give detail) ,Bakery,1,I own this property and it is not permanently occupied,,,,,7 or more ,0,0,No ,,No ,,5-Apr,Prefer not to say / Not applicable,No ,No ,No ,No ,Yes ,Ducted aircon,2,All,3 or more ,No,Low ,No ,,,Ovens.  Coolroom,Oven,5-3 pm,Three Phase ,Yes,No,Wind ,,Wind ,,,t,,,,,f,
1/4/23,W0165,Yes,Yes,Yes,Email,Yes,3056,VIC,Yes,Residential ,1997,Concrete,,,2,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned under a mortgage by me or my family,,,,,1,0,0,Yes ,1 Dog,No ,,4-Mar,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Split system aircon,1,1,1,No,Low ,No ,,,,,,Don't know,No,No,,,,,,t,,,,,f,
12/16/22,W0166,Yes,Yes,Yes,Email,Yes,2602,ACT,Yes,Residential ,2008,Don't know,,6,2,Detached house,,5 or more ,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes ,1 dog,No ,,4-Mar,Above $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Split system aircon,3,3,2,No,None ,No ,,,,,,Three Phase ,No,,,,,,,t,,,,,f,
12/17/22,W0167,Yes,Yes,No,,Yes,3217,VIC,Yes,Residential ,2022,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,6,1,0,Yes ,1,No ,,7-Jun,$800 - $1200,Yes - connected to the gas main,Yes - connected to the gas main,No ,Yes - connected to the gas main,No,Ducted evaporative cooling,0,0,2,No,None ,No ,,,Induction cooktop and kettle,,,Single Phase ,No,Yes,Storm ,,Storm ,,6 mos,t,,,,,t,10.5 kw Tesla PowerWall
12/16/22,W0168,Yes,Yes,No,,Yes,3175,VIC,Yes,Residential ,1970,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,No ,,No ,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,"Split system aircon, Ducted evaporative cooling",1,0,1,No,Medium ,No ,,,"Dishwasher_x000D_
Washing machine_x000D_
Portable heater",,,Don't know,No,,,,,,,t,,,,,f,
12/16/22,W0169,Yes,Yes,No,,Yes,2606,ACT,Yes,Residential ,,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes ,1 dog,No ,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,No ,No ,Yes ,Ducted aircon,1,4,1,No,Medium ,No ,,,,,,Don't know,Don't know,No,,,,,,t,,,,,f,
12/19/22,W0170,Yes,Yes,Yes,Email,Yes,5008,SA,Yes,Residential ,2016,Double brick,,,1,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,No ,,No ,,5-Apr,Above $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,"Split system aircon, Ducted aircon",4,4,1,No,Low ,No ,,,,,,Single Phase ,No,Yes,,,,,,t,,,,,f,
12/19/22,W0171,Yes,Yes,Yes,Email,Yes,3338,VIC,Yes,Residential ,2022,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,No ,,No ,,7-Jun,$800 - $1200,Yes - connected to the gas main,No ,Yes - connected to the gas main,Yes - connected to the gas main,Yes ,Ducted evaporative cooling,6,6,1,No,Low ,No ,,,,,,Single Phase ,No,,,,,,,t,,,,,f,
